sentence1,sentence2,label
等待电话确认一般要多久,什麼時候会打電話來？,0
问下从微账号中转到其他银行卡，每天额度有限制吗,请问一下，微众转到银行卡有没有限额？,1
我不要借了怎么取消,上午申请的2500贷款请帮我取消，同事开玩笑瞎搞的。谢谢,1
什么时候可以做贷款,什么时候可以开放微立贷,0
不支持邮政储蓄卡开户吗？,为什么邮储银行的银行卡邦不上呢,1
到哪了开户,QQ能申请吗,0
微信提前还款能用别的银行卡还吗？,必须是工商银行卡嘛？？其他银行卡可不可以？？,1
怎么老是登陆出错,为什么我微信登陆一直失败,1
我的显示身份验证多次失败无法借款？怎么回事？,请问提示身份信息输入错误次数过多，无法借款怎么解决,1
如果我提前还清还可以贷款吗,你好，我的借款还有好几个月还清，如果我现在提前还清，额度什么时候可以恢复,0
未满足借款要求是什么回事,人行征信有影响吗,0
1没解决问题,9月份借的款，为什么系统显示不是10月份还分期款呢？而是11月还款呢？,0
为什么我没通过审批？,上面有图标，点进去就是提示我不满足条件,1
:为什么没有微粒贷 何时会邀请我使用微粒贷 如何获得微粒贷借款资格,不是我上面写得是即将开放,0
开通后没有额度,‍什么时候会有,0
取消，对不起,怎么关闭微粒贷哦,1
微信里怎么没微粒贷啊,什么时候有邀请成为微粒贷客户,0
开通,微粒贷什么时候邀请我哈,0
为啥没开通,QQ上有微粒贷吗,0
咋个才能使用这个呢,可我不会用啊,1
你好我的审核为什么没有通过,一般什么情况审核未通过？,0
如何才能成为微粒贷的客户,如何成为客人,1
什么时候邀请我微粒贷,开通   怎么开,0
你们审核需要多久,你好，审核需要多久？,1
你好。可以取现金的吗?,你好，刚才好奇点借款了，还没有借可以取消吗？,0
1.何时会邀请我使用微粒货2，没有微粒贷可以申请,为什么微粒贷我无法贷款,0
支付密码怎么修改,我要更改支付密码怎么操作,1
没接到电话怎么办,昨日电话没接到，今天9点可以来电不,1
下一次可以借款是何时？,一次贷款还清后，是不是马上可以再贷,0
我电话号码换成了,如何更改验证短信预留手机号  ？,1
你好，微粒贷不能取现金吗？,您好，微信贷可以在银行卡取现的吗？,1
审核需要哪些标准,为什么还没受到审核电话？,0
今天是还款日。为什么还没扣款,能不能修改下还款日？,0
怎样才能提高金额？,怎么申请提高额度,1
微粒贷的额度恢复了可以循环使用吗？,那个微粒贷开通不借钱影响我以后的信用？,0
你好我可以向你部贷款吗？,1如何借款,0
app无法下载,Aqq哪里下载,0
不符合微众银行审批条件,不满足,1
我二号还款不成功 是为什么？ 我很确认里面的钱是足够的,你好，我卡里有钱怎么还款失败呢！昨晚六点左右存的一千五百元。1,1
我两年了都还没有额度？我想问问你们是什么原因？,为什么以前能借，还款以后没有额度了,0
如何才能成为邀请的客户？,QQ有吗,0
人工客服 更换银行卡 更换 换卡 人工服务,不想更改还款银行卡,0
不知什么时间放款,多久可以提,0
你好，我微信零钱里面有8000多，想提前还清微粒贷的款，但是点还款那里，没有零钱还款的选项，请问怎么处理？,你好请问一下这个借款后钱是到微信账号上了还什么,0
为什么我的手机怎么没有,QQ有,0
为什么微众转入不了,可以转帐吗,0
一次性提前还清就是按天收取利息？,一次性还款的利息怎么算？,1
下个月一起还行不行,三次逾期会产生什么不良后果？,0
QQ有微粒贷，而微信没有,为什么我的微信没有微粒贷,1
不是你邀请的客人就不能借款了吗,…我想问如何获得微粒贷,0
怎么取消,还款提醒,0
有余额但是借款失败,为什么我的微粒贷说我身份证输入错误次数太多,0
我想问下 提前还款 是否得按照分期的利息换,只问一个提前还款的问题，假设借款1万，分5个月，我在还了第1个月后，把后4个月的一起提前还款了，支付的总利息是按总的9百多元来支付，还是按第2个月里的实际天数来支付？,0
能不能推迟还款一天,请问可以申请延期3天吗,1
开通微粒贷的条件,开通了却不能借,0
结清凭证,还款证明,1
为什么零钱不能还,微信怎么还,0
怎样更改还款账号,怎么更改还款时间,0
为什么那个借款借不出来,为什么未通过,0
想问我还了钱，微粒贷干嘛没有了,我有7500的微粒贷的怎么不见了,1
身份输入错误,那要怎么重新验证身份,0
为什么会突然显示综合评估未通过？,为什么会有短信说审核不通过,1
进去就显示足部开放中，是怎么回事,在红包那个进入,0
借款可以一个月之内可以还吗,借款一个月可以全部还清吗？,1
我想问下 我的还款日是28号 如果我今天借款什么时候还,21号贷的款，还款日为那一天,1
怎么绑定卡不成功,对方银行处理失败请稍后重试是什么原因,0
如果我现在退借可以吗,刚才只是想点一下看看  可不可以取消贷款,1
绑定手机号怎么更改,手机掉了,1
为什么我没有接受到邀请呢,这个是怎么才能接到邀请呀,0
你好麻烦给我打个还清证明,你好，可以给我发送一个本人微粒贷借款已经结清的证明不？,1
为什么我的今天还没扣款,今天 第二天了，还没有自动扣除,1
怎么操作,微粒代怎么用,1
1000元一天多少钱,开通3000额度要多少钱,0
受邀最低能贷多少,单笔最大还款金额是多少啊？,0
为什么不通过审核？,等待电话核实多长时间打？,0
把微粒贷帮我关掉,怎么关闭借钱,1
苹果手机什么时候可以使用,电脑人还能说话,0
为什么我关注微粒贷几个月了还不能给我名额,一月还多少,0
未看到申请成功，可以取消借款吗？,取消刚才借款,1
为什么说我的帐号未满足微众银行审批要求无法借贷,为什么未完成银行审批,1
为什么我显示未满足微众银行审批要求,为什么提示我未满足微众银行的要求？,1
什么时候会来电话,一般审核借款要多久时间？,0
出现身份证输入错误，可我输的都对的，说无法借款,为什么我借款，老是说身份信息输入错误次数过多？,1
最长什么时候还款,还款具体时间,1
这个跟信用卡一样吗,微众银行,1
我问我有一笔还款昨天为何没有扣款？,我的还款日期是8号，怎么没有银行卡扣款？,1
开通微粒贷,开通微粒贷！强烈要求,1
你直接给我关闭了吧！我不审核了,提交的申请借款怎么还没有短信通知呢？,0
问什么我绑定卡老是失败,江西银行卡没法绑定,1
还是还款失败,还款日扣款不成功，会再扣一次吗？,1
20号卡内有钱 为什么还逾期,不可以提前只还一个月的钱吗,0
一笔最多一万？,你好，最高2万，可以直接提现吗,0
你不打算给我开通了是吧,信用,0
1.看不到微粒贷图,在不在，为什么我的朋友没有借款这个功能,0
我要微粒贷,借贷,1
借款是否可以用来还款？,qq微粒贷没这个功能吗,0
多少罚金,什么是罚息,0
申请其他银行卡还款,还款能用其他银行卡吗？,1
25000是可以取现的吗,借款支持提现吗？,1
3.自动还款失败,两次扣款都没扣了款,0
今天借过几天还是按日算利息吗？,什么时候还款不用利息,0
怎么注销账号,怎么关掉,1
支持信用卡吗,是不是微信里用卡是工商银行卡，钱包里才有微粒贷,0
我有朋友想用，不知道如何办理，他手机一直是一个界面.,为什么苹果手机没有借款选项,1
微粒贷业务 菜单,菜单 微粒贷,1
如何解除绑定银行卡,不能提现为什么推向市场？要圈钱诈骗吗？,0
为什么借款不成功啊,我的借款申请为什么不成功,1
你好还款信用卡可以吗？,换卡后必须把剩余欠款一次还清吗？,0
刚电话没接到 现在可以打给我了,忙了 没接到电话,1
1000分10个月,如何延长分期期限？,0
请问为什么转入钱总是处理失败？,为什么会失败,0
什么时候会开放？,一直没收到电话啊,0
不要了，你取消吧,不要你的钱,0
为什么显示未满足微众银行审批要求,我的显示未达到微众银行的审批要求是怎么回事,1
借款期限是多久,不想办分期，只想接几天，可以吗,0
多长下款,多少天,1
我以前关闭微粒货，现在想重新开通,还完微粒贷，能再次使用吗,0
1怎么还没电话来确认？钱是直接打到,10月国庆期间能借钱不,0
你好，可以直接取现金吗,你好、这个钱可不可以提现的？,1
可以截图吗，找不到,借款后有没回访,0
以前的那个银行卡折断了换卡了可以还款吗？,邮政银行借记卡可以借款么,1
什么时候是还款日,微粒贷非首次借款的还款日,1
申请微粒贷,是不是骗钱啊,0
为什么提示我未满足微众银行的要求？,为什么提示我未满足微从银行的审批条件？,1
还款后为什么不能再借,不能按时还款怎么办,0
收到谢谢了,放款金额怎么升,0
申请额度,授信额度,0
我逾期几天了，现在要还款怎么还呀。,我想问一下？因为去山里办事来不及存钱到银行卡里，逾期一天之后还款了！但是就不能借款了！怎么样才能恢复借款？,0
但是借款没成功,为什么可借一万五，却借不出来,0
能申请提高额度吗,现在不能提升额度吗,1
取消借款在哪里,可否取消借款,1
20号早上提现，现在还没到账是什么情况,QQ没有收到任何红包,0
换卡处理时间,QQ换卡,0
什么时候可以接到银行电话？,为什么借款了银行电话一直不来,1
想成为会员呢,我想借1万周转,0
借款后多久可以接到电话,为什么借款后没有接到确认电话,0
公司客服电话号码,你们在线客服电话是多少？,1
我现在提前还清借款是否还能借款,又是提前还清是不是可以再借的,1
忘了登陆密码,手势密码怎么修改,0
身份号码输入错误，提示不可以借款要怎样才可以恢复,为什么借款出现输入资料错误次数过多呢,1
你好可以提供还款结清证明吗？,您好！昨天联系你们客服，帮我开具一份结清证明，开头要写中国广大银行蚌埠分行的，麻烦帮我添加一下好吧？,1
什么时候再次给我打电话啊,会多久再打电话,1
可以修改还款日不,可以改还款日不,1
